"Name","Team","W","L","ERA","GS","G","SV","IP","H","ER","HR","SO","BB","WHIP","K/9","BB/9","FIP","WAR","RA9-WAR","ADP","playerid"
"Timothy Elliott","SEA","0","0","6.69","0","0","0","1.0","1","1","0","1","1","1.87","5.33","6.36","6.90","0.0","0.0","999.0","sa1169632"
"Jeisson Cabrera","LAD","0","0","6.66","0","0","0","1.0","1","1","0","1","1","1.93","6.11","7.31","6.90","0.0","0.0","999.0","sa3006501"
"Nixson Munoz","BOS","0","0","6.69","0","0","0","1.0","1","1","0","1","1","1.94","5.07","6.91","6.90","0.0","0.0","999.0","sa3009458"
"Eris Filpo","TEX","0","0","6.93","0","0","0","1.0","1","1","0","1","1","1.87","4.89","5.79","6.91","0.0","0.0","999.0","sa917835"
"Wilkel Hernandez","DET","0","0","6.79","0","0","0","1.0","1","1","0","1","1","1.74","5.16","5.01","6.91","0.0","0.0","999.0","sa918026"
"Jose Mullings","SFG","0","0","6.86","0","0","0","1.0","1","1","0","1","1","1.94","5.16","6.77","6.91","0.0","0.0","999.0","sa3009620"
"Luis Quinones","TOR","0","0","6.79","0","0","0","1.0","1","1","0","1","1","1.92","6.28","7.22","6.91","0.0","0.0","999.0","sa1170867"
"Gustavo Rodriguez","STL","0","0","6.67","0","0","0","1.0","1","1","0","1","1","1.91","4.77","6.66","6.91","0.0","0.0","999.0","sa3008438"
"Darwin Feliz","","0","0","6.80","0","0","0","1.0","1","1","0","0","1","1.97","4.31","6.76","6.91","0.0","0.0","999.0","sa873156"
"Parker Rigler","","0","0","6.66","0","0","0","1.0","1","1","0","1","1","1.80","5.40","5.62","6.91","0.0","0.0","999.0","sa915671"
"Dominic Pipkin","PHI","0","0","6.74","0","0","0","1.0","1","1","0","1","1","1.90","5.38","6.55","6.91","0.0","0.0","999.0","sa3007896"
"Roddery Munoz","ATL","0","0","6.90","0","0","0","1.0","1","1","0","1","1","2.00","5.35","7.38","6.92","0.0","0.0","999.0","sa3008104"
"Carlo Reyes","PHI","0","0","6.86","0","0","0","1.0","1","1","0","1","1","1.90","5.21","6.44","6.92","0.0","0.0","999.0","sa3008713"
"Tomas Reyes","CLE","0","0","6.67","0","0","0","1.0","1","1","0","1","1","1.96","4.92","7.11","6.92","0.0","0.0","999.0","sa3008445"
"Hamilton Andujar","ARI","0","0","7.00","0","0","0","1.0","1","1","0","1","1","2.00","5.32","7.30","6.92","0.0","0.0","999.0","sa3009223"
"Julian Smith","LAD","0","0","6.47","0","0","0","1.0","1","1","0","1","1","2.01","5.21","7.89","6.93","0.0","0.0","999.0","sa3010129"
"Bernardo Hiraldo","WSN","0","0","6.84","0","0","0","1.0","1","1","0","0","1","1.92","4.39","6.28","6.93","0.0","0.0","999.0","sa3009812"
"Carlos Naveda","","0","0","6.84","0","0","0","1.0","1","1","0","1","1","1.91","5.08","6.53","6.93","0.0","0.0","999.0","sa3003144"
"Cristian Pacheco","ARI","0","0","6.97","0","0","0","1.0","1","1","0","1","1","1.96","5.02","6.92","6.93","0.0","0.0","999.0","sa3005887"
"Roansy Contreras","","0","0","6.72","0","0","0","1.0","1","1","0","1","1","1.75","5.48","5.16","6.93","0.0","0.0","999.0","sa3003020"
"Luis Ortiz","STL","0","0","6.68","0","0","0","1.0","1","1","0","0","1","1.94","4.49","6.84","6.93","0.0","0.0","999.0","sa3005872"
"Ivan Armstrong","SFG","0","0","6.89","0","0","0","1.0","1","1","0","1","1","2.04","5.14","7.93","6.93","0.0","0.0","999.0","sa3006358"
"Braham Rosario","","0","0","6.68","0","0","0","1.0","1","1","0","1","1","1.97","4.92","7.16","6.93","0.0","0.0","999.0","sa3006156"
"Jean Marcelino","ARI","0","0","6.93","0","0","0","1.0","1","1","0","1","1","2.02","5.48","7.74","6.93","0.0","0.0","999.0","sa3008695"
"Josias De Los Santos","SEA","0","0","6.68","0","0","0","1.0","1","1","0","1","1","1.78","5.16","5.48","6.93","0.0","0.0","999.0","sa3006508"
"Juan Pichardo","MIN","0","0","6.73","0","0","0","1.0","1","1","0","1","1","1.93","4.75","6.74","6.94","0.0","0.0","999.0","sa3008727"
"Chavez Fernander","DET","0","0","6.89","0","0","0","1.0","1","1","0","1","1","1.88","4.94","6.20","6.94","0.0","0.0","999.0","sa3007240"
"Jose Gomez","","0","0","6.86","0","0","0","1.0","1","1","0","1","1","1.87","4.71","5.98","6.94","0.0","0.0","999.0","sa917974"
"Anthony Veneziano","KCR","0","0","6.81","0","0","0","1.0","1","1","0","0","1","1.94","4.15","6.60","6.94","0.0","0.0","999.0","sa1115745"
"Rigoberto Borbolla","ARI","0","0","6.79","0","0","0","1.0","1","1","0","1","1","2.04","5.73","8.08","6.94","0.0","0.0","999.0","sa3006170"
"Alexis Ramirez","MIL","0","0","6.79","0","0","0","1.0","1","1","0","1","1","1.94","5.52","7.12","6.95","0.0","0.0","999.0","sa3006545"
"Kevin Magee","BAL","0","0","6.56","0","0","0","1.0","1","1","0","1","1","1.80","5.03","5.69","6.95","0.0","0.0","999.0","sa3006829"
"Alan Ramirez","","0","0","6.50","0","0","0","1.0","1","1","0","1","1","1.96","5.81","7.71","6.95","0.0","0.0","999.0","sa3010324"
"Matt Givin","MIA","0","0","6.84","0","0","0","1.0","1","1","0","1","1","1.97","4.93","7.18","6.95","0.0","0.0","999.0","sa3005229"
"Nicholas Belzer","","0","0","6.84","0","0","0","1.0","1","1","0","1","1","1.93","5.20","6.75","6.95","0.0","0.0","999.0","sa1172214"
"Keider Montero","DET","0","0","6.84","0","0","0","1.0","1","1","0","1","1","1.87","4.81","6.16","6.95","0.0","0.0","999.0","sa3002956"
"Robin Vazquez","OAK","0","0","6.89","0","0","0","1.0","1","1","0","1","1","1.96","4.93","6.95","6.96","0.0","0.0","999.0","sa3008265"
"Oscar Rojas","NYM","0","0","6.73","0","0","0","1.0","1","1","0","1","1","1.92","5.21","6.82","6.96","0.0","0.0","999.0","sa3005098"
"William Ethridge","COL","0","0","7.59","0","0","0","1.0","1","1","0","1","1","1.99","4.92","5.94","6.96","0.0","0.0","999.0","sa3011337"
"Christian Suarez","LAD","0","0","6.55","0","0","0","1.0","1","1","0","1","1","1.99","5.12","7.52","6.96","0.0","0.0","999.0","sa3009222"
"Edgar Martinez","","0","0","6.88","0","0","0","1.0","1","1","0","1","1","1.84","5.14","5.91","6.97","0.0","0.0","999.0","sa924538"
"Eduardo Salazar","CIN","0","0","6.96","0","0","0","1.0","1","1","0","1","1","1.83","5.83","5.74","6.97","0.0","0.0","999.0","sa3003131"
"Jason Morgan","","0","0","6.90","0","0","0","1.0","1","1","0","0","1","1.92","3.56","5.95","6.97","0.0","0.0","999.0","sa3009920"
"Carlos Francisco","PHI","0","0","6.85","0","0","0","1.0","1","1","0","1","1","1.90","5.63","6.56","6.97","0.0","0.0","999.0","sa3003153"
"Jorge Bautista","ATL","0","0","6.96","0","0","0","1.0","1","1","0","1","1","1.99","4.95","7.15","6.97","0.0","0.0","999.0","sa3008406"
"Bryce Nightengale","OAK","0","0","6.73","0","0","0","1.0","1","1","0","1","1","1.89","5.25","6.85","6.97","0.0","0.0","999.0","sa3007481"
"Giovanni Arriera","DET","0","0","6.88","0","0","0","1.0","1","1","0","1","1","1.86","5.23","6.21","6.97","0.0","0.0","999.0","sa3004465"
"Ryan Wilson","BAL","0","0","6.55","0","0","0","1.0","1","1","0","1","1","1.80","5.70","6.08","6.97","0.0","0.0","999.0","sa3004585"
"Zach Seipel","ATL","0","0","7.01","0","0","0","1.0","1","1","0","1","1","2.00","5.41","7.32","6.97","0.0","0.0","999.0","sa3007783"
"Cesar Loaiza","NYM","0","0","6.52","0","0","0","1.0","1","1","0","1","1","1.97","5.67","7.77","6.97","0.0","0.0","999.0","sa3005892"
"Luis Moreno","NYM","0","0","6.69","0","0","0","1.0","1","1","0","1","1","1.96","5.39","7.39","6.98","0.0","0.0","999.0","sa3009950"
"Alec Barger","ATL","0","0","7.06","0","0","0","1.0","1","1","0","1","1","1.96","5.22","6.77","6.98","0.0","0.0","999.0","sa3010566"
"Santiago Florez","PIT","0","0","7.01","0","0","0","1.0","1","1","0","1","1","2.02","4.91","7.40","6.98","0.0","0.0","999.0","sa3003026"
"Alexander Anderson","NYY","0","0","6.92","0","0","0","1.0","1","1","0","1","1","1.97","5.04","7.00","6.98","0.0","0.0","999.0","sa1120125"
"Santos Moreno","","0","0","6.93","0","0","0","1.0","1","1","0","1","1","1.93","4.95","6.62","6.98","0.0","0.0","999.0","sa3006492"
"Grant Gambrell","KCR","0","0","7.06","0","0","0","1.0","1","1","0","0","1","1.98","4.24","6.81","6.99","0.0","0.0","999.0","sa3011129"
"Yeffersson Yannuzzi","","0","0","6.72","0","0","0","1.0","1","1","0","1","1","1.99","5.79","7.76","6.99","0.0","0.0","999.0","sa917979"
"Freddery Paulino","SFG","0","0","6.97","0","0","0","1.0","1","1","0","1","1","1.96","4.71","6.97","6.99","0.0","0.0","999.0","sa3005881"
"Yoendrys Gomez","NYY","0","0","6.85","0","0","0","1.0","1","1","0","1","1","1.82","5.59","5.72","6.99","0.0","0.0","999.0","sa3004650"
"Luis Rodriguez","CHC","0","0","6.85","0","0","0","1.0","1","1","0","1","1","1.96","5.26","7.10","6.99","0.0","0.0","999.0","sa3005435"
"Manuel Partida","SDP","0","0","6.79","0","0","0","1.0","1","1","0","1","1","1.96","5.05","7.02","6.99","0.0","0.0","999.0","sa3006480"
"Andricson Salvador","CHC","0","0","6.75","0","0","0","1.0","1","1","0","1","1","1.98","5.14","7.39","6.99","0.0","0.0","999.0","sa3010266"
"Brian Eichhorn","CLE","0","0","6.98","0","0","0","1.0","1","1","0","1","1","1.87","5.03","5.99","6.99","0.0","0.0","999.0","sa3009987"
"Listher Sosa","PIT","0","0","6.93","0","0","0","1.0","1","1","0","1","1","1.97","4.92","6.98","7.00","0.0","0.0","999.0","sa3009725"
"Alexander Montero","BOS","0","0","7.23","0","0","0","1.0","1","1","0","1","1","1.93","5.29","6.40","7.00","0.0","0.0","999.0","sa3005222"
"Daniel Metzdorf","CHW","0","0","6.78","0","0","0","1.0","1","1","0","1","1","1.92","4.63","6.29","7.00","0.0","0.0","999.0","sa3010117"
"Yonathan Ramirez","","0","0","6.82","0","0","0","1.0","1","1","0","1","1","1.92","4.61","6.47","7.00","0.0","0.0","999.0","sa830645"
"Jose Gonzalez","","0","0","6.94","0","0","0","1.0","1","1","0","1","1","1.89","4.91","6.23","7.00","0.0","0.0","999.0","sa877017"
"Douglas Ashcraft","CIN","0","0","7.05","0","0","0","1.0","1","1","0","1","1","1.97","5.48","6.94","7.00","0.0","0.0","999.0","sa918274"
"Wilkin Ramos","PIT","0","0","7.02","0","0","0","1.0","1","1","0","1","1","2.02","4.92","7.42","7.00","0.0","0.0","999.0","sa3006487"
"Kacey Murphy","","0","0","6.86","0","0","0","1.0","1","1","0","1","1","1.83","4.71","5.60","7.00","0.0","0.0","999.0","sa3008325"
"Nicholas Fraze","TOR","0","0","6.98","0","0","0","1.0","1","1","0","1","1","1.89","4.93","6.14","7.00","0.0","0.0","999.0","sa3010250"
"Wilfry Cruz","","0","0","6.86","0","0","0","1.0","1","1","0","1","1","1.95","5.69","7.26","7.00","0.0","0.0","999.0","sa917190"
"Jairo Lopez","HOU","0","0","6.79","0","0","0","1.0","1","1","0","1","1","1.90","5.79","6.94","7.01","0.0","0.0","999.0","sa3005824"
"Christopher Machamer","","0","0","6.96","0","0","0","1.0","1","1","0","1","1","1.85","4.66","5.60","7.01","0.0","0.0","999.0","sa3008326"
"Kelvin Moncion","","0","0","6.73","0","0","0","1.0","1","1","0","1","1","2.03","5.13","7.86","7.01","0.0","0.0","999.0","sa3005461"
"Martin Salazar","CIN","0","0","7.07","0","0","0","1.0","1","1","0","1","1","1.95","5.32","6.57","7.01","0.0","0.0","999.0","sa3009506"
"Yoilan Quinonez","MIA","0","0","6.91","0","0","0","1.0","1","1","0","1","1","1.95","4.88","6.86","7.01","0.0","0.0","999.0","sa3004769"
"Pablo Mujica","KCR","0","0","6.82","0","0","0","1.0","1","1","0","1","1","2.02","4.79","7.70","7.01","0.0","0.0","999.0","sa3009596"
"Luis Devers","CHC","0","0","6.94","0","0","0","1.0","1","1","0","1","1","1.91","4.85","6.39","7.01","0.0","0.0","999.0","sa3005694"
"Johsson Arias","","0","0","6.94","0","0","0","1.0","1","1","0","1","1","1.97","4.87","6.92","7.01","0.0","0.0","999.0","sa917475"
"Miguel Medrano","CIN","0","0","7.05","0","0","0","1.0","1","1","0","1","1","1.90","5.59","6.31","7.01","0.0","0.0","999.0","sa947763"
"Jack O'Loughlin","DET","0","0","6.79","0","0","0","1.0","1","1","0","1","1","1.96","4.71","7.01","7.01","0.0","0.0","999.0","sa3006959"
"Edinson Lopez","","0","0","6.76","0","0","0","1.0","1","1","0","1","1","2.00","5.20","7.53","7.01","0.0","0.0","999.0","sa3005450"
"Thomas Ponticelli","CLE","0","0","6.97","0","0","0","1.0","1","1","0","1","1","1.85","5.37","5.92","7.01","0.0","0.0","999.0","sa3007730"
"Cobi Johnson","TOR","0","0","6.92","0","0","0","1.0","1","1","0","1","1","1.86","5.72","6.35","7.02","0.0","0.0","999.0","sa3006693"
"Ronny Rincones","NYM","0","0","6.77","0","0","0","1.0","1","1","0","1","1","1.95","5.40","7.17","7.02","0.0","0.0","999.0","sa3009724"
"Jesus Lugo","SDP","0","0","6.96","0","0","0","1.0","1","1","0","1","1","1.93","5.08","6.60","7.02","0.0","0.0","999.0","sa3009509"
"Daritzon Feliz","CLE","0","0","6.77","0","0","0","1.0","1","1","0","1","1","2.00","4.97","7.49","7.02","0.0","0.0","999.0","sa3002813"
"Rodolfo Fajardo","DET","0","0","6.87","0","0","0","1.0","1","1","0","1","1","1.87","5.06","6.13","7.02","0.0","0.0","999.0","sa3003117"
"Carlos Romero","WSN","0","0","7.03","0","0","0","1.0","1","1","0","1","1","1.92","5.34","6.55","7.02","0.0","0.0","999.0","sa3003106"
"Jerming Rosario","LAD","0","0","6.82","0","0","0","1.0","1","1","0","1","1","1.94","5.24","6.95","7.02","0.0","0.0","999.0","sa3008678"
"Roger Santana","","0","0","6.82","0","0","0","1.0","1","1","0","1","1","1.99","4.61","7.12","7.02","0.0","0.0","999.0","sa872562"
"Blaine Knight","BAL","0","0","6.76","0","0","0","1.0","1","1","0","1","1","1.76","5.01","5.16","7.02","0.0","0.0","999.0","sa3008532"
"Ricardo Smith","","0","0","6.99","0","0","0","1.0","1","1","0","1","1","1.93","4.53","6.35","7.02","0.0","0.0","999.0","sa872465"
"Orceli Gomez","TEX","0","0","6.95","0","0","0","1.0","1","1","0","0","1","1.95","4.27","6.58","7.03","0.0","0.0","999.0","sa3007841"
"Edgar Manzo","STL","0","0","6.84","0","0","0","1.0","1","1","0","1","1","1.95","4.91","6.99","7.03","0.0","0.0","999.0","sa3009638"
"Gerald Ogando","ARI","0","0","7.09","0","0","0","1.0","1","1","0","1","1","2.01","5.05","7.32","7.03","0.0","0.0","999.0","sa3005026"
"Osiris Sierra","ATL","0","0","6.93","0","0","0","1.0","1","1","0","1","1","2.06","4.93","7.79","7.03","0.0","0.0","999.0","sa3009215"
"Carlos Herrera","","0","0","6.96","0","0","0","1.0","1","1","0","1","1","1.92","5.09","6.57","7.03","0.0","0.0","999.0","sa873309"
"Jhoan Cruz","MIL","0","0","6.91","0","0","0","1.0","1","1","0","1","1","1.92","5.18","6.65","7.03","0.0","0.0","999.0","sa3006512"
"Jose Moreno","STL","0","0","6.80","0","0","0","1.0","1","1","0","1","1","1.96","4.62","7.07","7.03","0.0","0.0","999.0","sa3003113"
"Neyker Ibarra","PHI","0","0","6.82","0","0","0","1.0","1","1","0","1","1","1.98","4.79","7.15","7.03","0.0","0.0","999.0","sa3009590"
"Cleiverth Perez","DET","0","0","6.85","0","0","0","1.0","1","1","0","0","1","1.91","4.46","6.37","7.04","0.0","0.0","999.0","sa3002985"
"Jhonatan Munoz","NYY","0","0","7.02","0","0","0","1.0","1","1","0","1","1","1.92","5.06","6.47","7.04","0.0","0.0","999.0","sa916947"
"Tyler Poulin","","0","0","7.01","0","0","0","1.0","1","1","0","1","1","1.93","4.74","6.49","7.04","0.0","0.0","999.0","sa3010138"
"Cesar Angomas","","0","0","6.72","0","0","0","1.0","1","1","0","1","1","2.06","4.94","8.10","7.04","0.0","0.0","999.0","sa3003057"
"Kevin Gowdy","PHI","0","0","6.88","0","0","0","1.0","1","1","0","1","1","1.91","5.58","6.67","7.04","0.0","0.0","999.0","sa917928"
"Rafael Tua","LAD","0","0","6.83","0","0","0","1.0","1","1","0","1","1","1.96","5.17","7.07","7.04","0.0","0.0","999.0","sa3008692"
"Matthew Gunter","","0","0","6.91","0","0","0","1.0","1","1","0","1","1","1.84","4.93","5.73","7.05","0.0","0.0","999.0","sa3004229"
"Didier Vargas","CHC","0","0","6.85","0","0","0","1.0","1","1","0","1","1","2.06","4.87","7.92","7.05","0.0","0.0","999.0","sa3002981"
"Angel Macuare","HOU","0","0","6.87","0","0","0","1.0","1","1","0","1","1","1.93","5.33","6.99","7.05","0.0","0.0","999.0","sa3003039"
"Jesus Gomez","SFG","0","0","6.80","0","0","0","1.0","1","1","0","1","1","2.01","5.57","7.80","7.05","0.0","0.0","999.0","sa3005823"
"Matthew Sauer","NYY","0","0","6.90","0","0","0","1.0","1","1","0","1","1","1.82","5.05","5.50","7.05","0.0","0.0","999.0","sa3005118"
"Willie Rios","","0","0","6.86","0","0","0","1.0","1","1","0","1","1","1.99","4.83","7.20","7.05","0.0","0.0","999.0","sa829402"
"Wilmer Mejia","","0","0","6.99","0","0","0","1.0","1","1","0","1","1","1.96","4.73","6.78","7.05","0.0","0.0","999.0","sa3004797"
"Jordany Ventura","NYM","0","0","6.81","0","0","0","1.0","1","1","0","1","1","1.96","5.43","7.33","7.05","0.0","0.0","999.0","sa3008542"
"Andres Diaz","KCR","0","0","7.07","0","0","0","1.0","1","1","0","0","1","1.88","4.13","5.84","7.05","0.0","0.0","999.0","sa3006159"
"Jhordany Mezquita","PHI","0","0","6.71","0","0","0","1.0","1","1","0","1","1","1.88","6.56","7.00","7.05","0.0","0.0","999.0","sa3004860"
"Jarrett Montgomery","","0","0","7.00","0","0","0","1.0","1","1","0","1","1","1.95","5.29","6.98","7.06","0.0","0.0","999.0","sa3008260"
"Chase Solesky","CHW","0","0","6.90","0","0","0","1.0","1","1","0","1","1","1.91","4.96","6.34","7.06","0.0","0.0","999.0","sa3009940"
"Henry Medina","","0","0","6.92","0","0","0","1.0","1","1","0","1","1","1.90","4.60","6.22","7.06","0.0","0.0","999.0","sa916728"
"Gerald Garcia","OAK","0","0","6.89","0","0","0","1.0","1","1","0","1","1","1.99","5.19","7.34","7.06","0.0","0.0","999.0","sa1172141"
"Blakely Brown","NYY","0","0","6.92","0","0","0","1.0","1","1","0","1","1","1.90","5.33","6.39","7.06","0.0","0.0","999.0","sa3008480"
"Livan Sanchez","","0","0","6.76","0","0","0","1.0","1","1","0","1","1","2.01","5.10","7.68","7.06","0.0","0.0","999.0","sa3004873"
"Francisco Justo","STL","0","0","6.84","0","0","0","1.0","1","1","0","1","1","1.91","4.82","6.65","7.06","0.0","0.0","999.0","sa3007907"
"Reinys Portillo","STL","0","0","6.86","0","0","0","1.0","1","1","0","1","1","1.93","4.96","6.90","7.07","0.0","0.0","999.0","sa3009227"
"Harold Galindo","LAD","0","0","6.82","0","0","0","1.0","1","1","0","1","1","1.99","5.05","7.40","7.07","0.0","0.0","999.0","sa3007961"
"Nathanael Heredia","STL","0","0","6.71","0","0","0","1.0","1","1","0","1","1","1.99","5.41","7.77","7.07","0.0","0.0","999.0","sa3009986"
"Jose Chambuco","NYY","0","0","7.03","0","0","0","1.0","1","1","0","1","1","1.95","5.32","6.87","7.07","0.0","0.0","999.0","sa3008703"
"Gregori Vasquez","CLE","0","0","7.02","0","0","0","1.0","1","1","0","1","1","1.78","5.03","5.07","7.07","0.0","0.0","999.0","sa873328"
"Nash Walters","MIL","0","0","6.95","0","0","0","1.0","1","1","0","1","1","1.99","5.26","7.35","7.07","0.0","0.0","999.0","sa875001"
"Diorys Guerrero","STL","0","0","6.70","0","0","0","1.0","1","1","0","1","1","2.01","4.87","7.72","7.08","0.0","0.0","999.0","sa3009503"
"Max Roberts","SEA","0","0","6.74","0","0","0","1.0","1","1","0","1","1","1.89","5.45","6.67","7.08","0.0","0.0","999.0","sa3004014"
"Ofelky Peralta","BAL","0","0","6.79","0","0","0","1.0","1","1","0","1","1","1.85","5.57","6.44","7.08","0.0","0.0","999.0","sa828239"
"Jose Salvador","LAA","0","0","6.70","0","0","0","1.0","1","1","0","1","1","1.91","5.49","6.96","7.08","0.0","0.0","999.0","sa3006482"
"Jared DiCesare","TOR","0","0","7.08","0","0","0","1.0","1","1","0","1","1","1.89","5.03","6.14","7.08","0.0","0.0","999.0","sa3010624"
"Cristian Hernandez","PHI","0","0","7.04","0","0","0","1.0","1","1","0","1","1","1.93","4.59","6.45","7.08","0.0","0.0","999.0","sa3005836"
"Andrew Budier","LAD","0","0","6.61","0","0","0","1.0","1","1","0","1","1","2.05","5.36","8.28","7.08","0.0","0.0","999.0","sa3006111"
"Nelvin Correa","NYY","0","0","6.96","0","0","0","1.0","1","1","0","1","1","1.83","4.99","5.55","7.09","0.0","0.0","999.0","sa3003103"
"Johan Herrera","","0","0","7.05","0","0","0","1.0","1","1","0","1","1","1.96","4.56","6.69","7.09","0.0","0.0","999.0","sa916838"
"Carlos Pena","DET","0","0","6.83","0","0","0","1.0","1","1","0","1","1","2.03","5.73","8.06","7.09","0.0","0.0","999.0","sa3009519"
"Eumir Sepulveda","","0","0","7.02","0","0","0","1.0","1","1","0","1","1","1.82","4.93","5.48","7.09","0.0","0.0","999.0","sa830158"
"Roberto Hernandez","CLE","0","0","7.04","0","0","0","1.0","1","1","0","1","1","1.97","4.99","7.00","7.09","0.0","0.0","999.0","sa3006634"
"Andres German","","0","0","7.05","0","0","0","1.0","1","1","0","1","1","1.92","4.69","6.32","7.09","0.0","0.0","999.0","sa3002937"
"Leonel Aponte","PHI","0","0","6.94","0","0","0","1.0","1","1","0","1","1","1.85","5.56","6.02","7.09","0.0","0.0","999.0","sa917879"
"Estalin Ortiz","PIT","0","0","6.91","0","0","0","1.0","1","1","0","1","1","2.07","5.11","8.21","7.09","0.0","0.0","999.0","sa3006395"
"Rainiery Rodriguez","ATL","0","0","7.08","0","0","0","1.0","1","1","0","1","1","2.00","4.87","7.15","7.09","0.0","0.0","999.0","sa3007903"
"Blake Lillis","MIL","0","0","6.83","0","0","0","1.0","1","1","0","1","1","1.99","4.81","7.30","7.09","0.0","0.0","999.0","sa918559"
"Ian Exposito","","0","0","6.90","0","0","0","1.0","1","1","0","1","1","2.00","5.17","7.46","7.10","0.0","0.0","999.0","sa1172530"
"Henry Gomez","STL","0","0","6.89","0","0","0","1.0","1","1","0","0","1","1.96","4.49","6.89","7.10","0.0","0.0","999.0","sa3009993"
"Jose Bermudez","MIN","0","0","7.07","0","0","0","1.0","1","1","0","1","1","1.93","4.64","6.49","7.10","0.0","0.0","999.0","sa872813"
